sample_id	top_group	top_prob	second_group	second_prob	prob_gap	n_snps_used	confidence	panel_id	group_col	rep	fold	true_group	correct
MaySad1	E_Africa	0.802	W_Africa	0.081	0.721	10983	Low	P2_subregion_within_africa	subregion	5	3	E_Africa	TRUE
BIBJ01	E_Africa	0.588	W_Africa	0.221	0.367	10911	Low	P2_subregion_within_africa	subregion	5	3	E_Africa	TRUE
BIBJ05	E_Africa	0.686	W_Africa	0.175	0.511	10844	Low	P2_subregion_within_africa	subregion	5	3	E_Africa	TRUE
CDKB01	C_Africa	0.414	E_Africa	0.338	0.076	10906	Uncertain	P2_subregion_within_africa	subregion	5	3	C_Africa	TRUE
ETMS04	E_Africa	0.599	W_Africa	0.23	0.369	10993	Low	P2_subregion_within_africa	subregion	5	3	E_Africa	TRUE
GHND01	W_Africa	0.415	E_Africa	0.412	0.003	10965	Uncertain	P2_subregion_within_africa	subregion	5	3	W_Africa	TRUE
GHND02	E_Africa	0.464	W_Africa	0.358	0.106	10964	Uncertain	P2_subregion_within_africa	subregion	5	3	W_Africa	FALSE
GHND04	E_Africa	0.425	W_Africa	0.419	0.00600000000000001	10942	Uncertain	P2_subregion_within_africa	subregion	5	3	W_Africa	FALSE
KENB02	E_Africa	0.602	W_Africa	0.223	0.379	10989	Low	P2_subregion_within_africa	subregion	5	3	E_Africa	TRUE
KENB03	E_Africa	0.626	W_Africa	0.201	0.425	10991	Low	P2_subregion_within_africa	subregion	5	3	E_Africa	TRUE
NGNS02	E_Africa	0.556	W_Africa	0.304	0.252	7612	Low	P2_subregion_within_africa	subregion	5	3	W_Africa	FALSE
SNBG04	E_Africa	0.535	W_Africa	0.343	0.192	10972	Uncertain	P2_subregion_within_africa	subregion	5	3	W_Africa	FALSE
UGEB02	E_Africa	0.648	W_Africa	0.181	0.467	10971	Low	P2_subregion_within_africa	subregion	5	3	E_Africa	TRUE
UGEB04	E_Africa	0.598	W_Africa	0.247	0.351	10978	Low	P2_subregion_within_africa	subregion	5	3	E_Africa	TRUE
ZAMP01	E_Africa	0.474	S_Africa	0.33	0.144	10918	Uncertain	P2_subregion_within_africa	subregion	5	3	S_Africa	FALSE
ZAMP05	E_Africa	0.455	S_Africa	0.299	0.156	10976	Uncertain	P2_subregion_within_africa	subregion	5	3	S_Africa	FALSE
ComGra6	E_Africa	0.662	W_Africa	0.142	0.52	10983	Low	P2_subregion_within_africa	subregion	5	4	E_Africa	TRUE
ComMoh3	E_Africa	0.695	W_Africa	0.165	0.53	10840	Low	P2_subregion_within_africa	subregion	5	4	E_Africa	TRUE
ComMoh5	E_Africa	0.722	W_Africa	0.144	0.578	10979	Low	P2_subregion_within_africa	subregion	5	4	E_Africa	TRUE
MadMah2	E_Africa	0.888	W_Africa	0.06	0.828	10952	Moderate	P2_subregion_within_africa	subregion	5	4	E_Africa	TRUE
MadMah4	E_Africa	0.797	W_Africa	0.095	0.702	10939	Low	P2_subregion_within_africa	subregion	5	4	E_Africa	TRUE
MadMah5	E_Africa	0.799	W_Africa	0.1	0.699	10920	Low	P2_subregion_within_africa	subregion	5	4	E_Africa	TRUE
MadMan2	E_Africa	0.778	W_Africa	0.098	0.68	10932	Low	P2_subregion_within_africa	subregion	5	4	E_Africa	TRUE
MadMan4	E_Africa	0.796	W_Africa	0.105	0.691	10930	Low	P2_subregion_within_africa	subregion	5	4	E_Africa	TRUE
MayDem4	E_Africa	0.787	W_Africa	0.117	0.67	10980	Low	P2_subregion_within_africa	subregion	5	4	E_Africa	TRUE
MaySad5	E_Africa	0.727	W_Africa	0.143	0.584	10980	Low	P2_subregion_within_africa	subregion	5	4	E_Africa	TRUE
BIBJ04	E_Africa	0.605	W_Africa	0.231	0.374	10972	Low	P2_subregion_within_africa	subregion	5	4	E_Africa	TRUE
CDKB04	C_Africa	0.529	E_Africa	0.272	0.257	10978	Low	P2_subregion_within_africa	subregion	5	4	C_Africa	TRUE
GHND03	E_Africa	0.453	W_Africa	0.422	0.031	10834	Uncertain	P2_subregion_within_africa	subregion	5	4	W_Africa	FALSE
MLBM04	E_Africa	0.456	W_Africa	0.398	0.058	10978	Uncertain	P2_subregion_within_africa	subregion	5	4	W_Africa	FALSE
SDSG01	E_Africa	0.508	W_Africa	0.243	0.265	10957	Low	P2_subregion_within_africa	subregion	5	4	E_Africa	TRUE
SDSG04	E_Africa	0.475	W_Africa	0.311	0.164	10831	Uncertain	P2_subregion_within_africa	subregion	5	4	E_Africa	TRUE
SNBG02	E_Africa	0.462	W_Africa	0.41	0.0520000000000001	10964	Uncertain	P2_subregion_within_africa	subregion	5	4	W_Africa	FALSE
SNBG05	W_Africa	0.476	E_Africa	0.357	0.119	10923	Uncertain	P2_subregion_within_africa	subregion	5	4	W_Africa	TRUE
ZAMP03	E_Africa	0.581	S_Africa	0.241	0.34	10868	Low	P2_subregion_within_africa	subregion	5	4	S_Africa	FALSE
ZAMP04	E_Africa	0.466	S_Africa	0.3	0.166	10977	Uncertain	P2_subregion_within_africa	subregion	5	4	S_Africa	FALSE
ComAnj3	E_Africa	0.641	W_Africa	0.199	0.442	10969	Low	P2_subregion_within_africa	subregion	5	5	E_Africa	TRUE
ComGra1	E_Africa	0.588	W_Africa	0.211	0.377	10875	Low	P2_subregion_within_africa	subregion	5	5	E_Africa	TRUE
MadAmb2	E_Africa	0.836	W_Africa	0.078	0.758	10919	Low	P2_subregion_within_africa	subregion	5	5	E_Africa	TRUE
MadMan3	E_Africa	0.75	W_Africa	0.149	0.601	10869	Low	P2_subregion_within_africa	subregion	5	5	E_Africa	TRUE
MayDem1	E_Africa	0.832	W_Africa	0.089	0.743	10988	Low	P2_subregion_within_africa	subregion	5	5	E_Africa	TRUE
MayDem3	E_Africa	0.816	W_Africa	0.104	0.712	10975	Low	P2_subregion_within_africa	subregion	5	5	E_Africa	TRUE
MayDem5	E_Africa	0.789	W_Africa	0.098	0.691	10967	Low	P2_subregion_within_africa	subregion	5	5	E_Africa	TRUE
MaySad2	E_Africa	0.762	W_Africa	0.14	0.622	10981	Low	P2_subregion_within_africa	subregion	5	5	E_Africa	TRUE
BIBJ02	E_Africa	0.646	W_Africa	0.174	0.472	10886	Low	P2_subregion_within_africa	subregion	5	5	E_Africa	TRUE
BIBJ03	E_Africa	0.605	W_Africa	0.23	0.375	10957	Low	P2_subregion_within_africa	subregion	5	5	E_Africa	TRUE
CDKB03	C_Africa	0.473	E_Africa	0.295	0.178	10946	Uncertain	P2_subregion_within_africa	subregion	5	5	C_Africa	TRUE
CIBD01	E_Africa	0.479	W_Africa	0.374	0.105	10970	Uncertain	P2_subregion_within_africa	subregion	5	5	W_Africa	FALSE
CIBD04	E_Africa	0.495	W_Africa	0.358	0.137	10973	Uncertain	P2_subregion_within_africa	subregion	5	5	W_Africa	FALSE
ETMS05	E_Africa	0.48	W_Africa	0.368	0.112	10986	Uncertain	P2_subregion_within_africa	subregion	5	5	E_Africa	TRUE
KENB04	E_Africa	0.667	W_Africa	0.219	0.448	10989	Low	P2_subregion_within_africa	subregion	5	5	E_Africa	TRUE
MGAT06	E_Africa	0.762	W_Africa	0.14	0.622	10982	Low	P2_subregion_within_africa	subregion	5	5	E_Africa	TRUE
MLBM05	E_Africa	0.442	W_Africa	0.406	0.036	10914	Uncertain	P2_subregion_within_africa	subregion	5	5	W_Africa	FALSE
MWZB04	E_Africa	0.531	S_Africa	0.281	0.25	10970	Low	P2_subregion_within_africa	subregion	5	5	S_Africa	FALSE
MWZB05	E_Africa	0.506	S_Africa	0.29	0.216	10952	Low	P2_subregion_within_africa	subregion	5	5	S_Africa	FALSE
SNBG03	W_Africa	0.462	E_Africa	0.395	0.067	10979	Uncertain	P2_subregion_within_africa	subregion	5	5	W_Africa	TRUE
