panel_id	group_col	K	sample_id	top_group	top_posterior	second_group	second_posterior	posterior_gap	n_snps_used	confidence	status	note
P1_macroregion_africa_vs_asia	macroregion_3	5000	Bd_2024_1	Asia	1	Africa	0	1	4989	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	5000	Bd_2024_2	Africa	1	Asia	0	1	4990	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	5000	Bd_2024_3	Asia	1	Africa	0	1	4994	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	5000	Bd_2024_4	Asia	1	Africa	0	1	4995	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	5000	FAVV_1	Africa	1	Asia	0	1	4995	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	5000	FAVV_2	Africa	1	Asia	0	1	4989	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	5000	FAVV_3	Africa	1	Asia	0	1	4997	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	5000	FAVV_4	Africa	1	Asia	0	1	4993	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	5000	FAVV_5	Africa	1	Asia	0	1	4992	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	5000	FAVV_6	Africa	1	Asia	0	1	4993	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	5000	FAVV_7	Africa	1	Asia	0	1	4994	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	5000	FAVV_11	Africa	1	Asia	0	1	4995	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	5000	FAVV_12	Africa	1	Asia	0	1	4993	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	5000	FAVV_13	Africa	1	Asia	0	1	4988	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	5000	FAVV_14	Asia	1	Africa	0	1	4985	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	Bd_2023_7	Africa	1	Asia	0	1	9995	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	Bd_2023_4	Asia	1	Africa	0	1	9993	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	Bd_2023_5	Asia	1	Africa	0	1	9994	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	Bd_2023_6	Asia	1	Africa	0	1	9987	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	Bd_2023_1	Asia	1	Africa	1.11349874739484e-80	1	547	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	Bd_2023_2	Africa	1	Asia	0	1	2936	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	Bd_2023_3	Asia	1	Africa	0	1	2585	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	Bd_2024_1	Asia	1	Africa	0	1	9983	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	Bd_2024_2	Africa	1	Asia	0	1	9981	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	Bd_2024_3	Asia	1	Africa	0	1	9989	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	Bd_2024_4	Asia	1	Africa	0	1	9994	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	FAVV_1	Africa	1	Asia	0	1	9987	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	FAVV_2	Africa	1	Asia	0	1	9984	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	FAVV_3	Africa	1	Asia	0	1	9993	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	FAVV_4	Africa	1	Asia	0	1	9985	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	FAVV_5	Africa	1	Asia	0	1	9986	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	FAVV_6	Africa	1	Asia	0	1	9988	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	FAVV_7	Africa	1	Asia	0	1	9989	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	FAVV_11	Africa	1	Asia	0	1	9990	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	FAVV_12	Africa	1	Asia	0	1	9985	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	FAVV_13	Africa	1	Asia	0	1	9979	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	10000	FAVV_14	Asia	1	Africa	0	1	9982	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	Bd_2023_7	Africa	1	Asia	0	1	11081	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	Bd_2023_4	Asia	1	Africa	0	1	11079	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	Bd_2023_5	Asia	1	Africa	0	1	11080	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	Bd_2023_6	Asia	1	Africa	0	1	11073	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	Bd_2023_1	Asia	1	Africa	1.17148920508671e-83	1	687	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	Bd_2023_2	Africa	1	Asia	0	1	3292	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	Bd_2023_3	Asia	1	Africa	0	1	2883	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	Bd_2024_1	Asia	1	Africa	0	1	11069	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	Bd_2024_2	Africa	1	Asia	0	1	11064	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	Bd_2024_3	Asia	1	Africa	0	1	11075	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	Bd_2024_4	Asia	1	Africa	0	1	11079	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	FAVV_1	Africa	1	Asia	0	1	11073	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	FAVV_2	Africa	1	Asia	0	1	11069	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	FAVV_3	Africa	1	Asia	0	1	11078	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	FAVV_4	Africa	1	Asia	0	1	11070	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	FAVV_5	Africa	1	Asia	0	1	11071	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	FAVV_6	Africa	1	Asia	0	1	11074	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	FAVV_7	Africa	1	Asia	0	1	11075	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	FAVV_11	Africa	1	Asia	0	1	11076	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	FAVV_12	Africa	1	Asia	0	1	11070	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	FAVV_13	Africa	1	Asia	0	1	11063	High	ok	""
P1_macroregion_africa_vs_asia	macroregion_3	11086	FAVV_14	Asia	1	Africa	0	1	11066	High	ok	""
