sample_id	sample_origin_country	macroregion_call	macroregion_confidence	macroregion_reason	macroregion_maxk_used	macroregion_maxk_post	macroregion_maxk_gap	macroregion_agreement	macroregion_tail_agreement	macroregion_tail_fraction	macroregion_stable_from_k	macroregion_nk	macroregion_nk_total_tested	macroregion_nk_usable_for_stability	macroregion_maxk_nsnps	subregion_call	subregion_confidence	subregion_reason	subregion_panel	subregion_maxk_used	subregion_maxk_post	subregion_maxk_gap	subregion_agreement	subregion_tail_agreement	subregion_tail_fraction	subregion_stable_from_k	subregion_nk	subregion_nk_total_tested	subregion_nk_usable_for_stability	subregion_maxk_nsnps	country	population	macroregion_3	subregion	is_reference	step4_macroregion_call	step4_macroregion_confidence	step4_macroregion_reason	step4_macroregion_posterior	step4_macroregion_gap	step4_macroregion_agreement	step4_macroregion_tail_agreement	step4_macroregion_nK_usable	step4_subregion_call	step4_subregion_confidence	step4_subregion_reason	step4_subregion_panel	step4_subregion_posterior	step4_subregion_gap	step4_subregion_agreement	step4_subregion_tail_agreement	step4_subregion_nK_usable	commodity	sample_origin_country_source	expected_macroregion_from_origin_country	expected_subregion_from_origin_country	vanbergen_macroregion	vanbergen_note	vanbergen_macroregion_consistency	rf_macro_call	rf_macro_top_prob	rf_macro_gap	rf_macro_confidence	rf_macro_status	rf_macro_rf_vs_step4	rf_africa_sub_call	rf_africa_sub_top_prob	rf_africa_sub_gap	rf_africa_sub_confidence	rf_africa_sub_status	rf_africa_sub_rf_vs_step4	rf_asia_sub_call	rf_asia_sub_top_prob	rf_asia_sub_gap	rf_asia_sub_confidence	rf_asia_sub_status	rf_asia_sub_rf_vs_step4	rf_relevant_subregion_call	rf_relevant_subregion_top_prob	rf_relevant_subregion_gap	rf_relevant_subregion_confidence	rf_macro_agrees_step4	rf_subregion_agrees_step4	rf_macro_strong_discordance	rf_subregion_strong_discordance	rf_corroboration	rf_corroboration_detail	macro_accepted	macro_high	macro_moderate	subregion_accepted	subregion_high	subregion_moderate	reported_level	reported_origin	reported_confidence	reporting_basis	reliability_code	reliability_explanation	subregion_withheld_explanation	action_note	report_statement	commodity_origin_vs_assignment	commodity_origin_mismatch_detail
Bd_2024_4	Unknown	Asia	High	ok	11086	1	1	1	1	0.5	200	7	16	7	11079	S_Asia	High	ok	P3_Asia	11086	1	1	1	1	0.5	500	6	16	6	11076	Belgium	Belgium	Others	Other	FALSE	Asia	High	ok	1	1	1	1	7	S_Asia	High	ok	P3_Asia	1	1	1	1	6		Unknown for trapped adults or unavailable metadata			Asia	Macroregion-level interpretation from Vanbergen et al. 2025 Table 2 / discussion	Consistent with Vanbergen et al. 2025 macroregion	Asia	0.914	0.828	Moderate	ok	supports_step4_macroregion	E_Africa	0.567	0.245	Low	ok	not_interpreted_step4_not_africa	E_Asia	0.391	0.084	Uncertain	ok	discordant_with_step4_subregion	E_Asia	0.391	0.084	Uncertain	TRUE	FALSE	FALSE	FALSE	RF supports macroregion	RF macroregion call agrees with Step 4 macroregion call (RF=Asia, Step4=Asia) with accepted RF confidence (Moderate).	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	subregion	S_Asia	High	Report subregion: Step 4 subregion call is High/Moderate.	GREEN	Stable Step 4 assignment with high confidence and no strong RF contradiction.	Not applicable: subregion is reported as S_Asia with High Step 4 confidence.	Report subregion as the best-supported origin. Retain full audit trail.	Bd_2024_4: best-supported genetic origin = S_Asia (subregion, GREEN).	Not assessable: sample-origin country unknown	No known commodity-origin country is available for this sample. This is expected for trapped adults.
FAVV_1	Cameroon	Africa	High	ok	11086	1	1	1	1	0.5	500	6	16	6	11073	W_Africa	Uncertain	low_global_K_agreement	P2_Africa	11001	0.984124827168232	0.968249654336464	0.333333333333333	0.666666666666667	0.5	10000	6	16	6	10993	Belgium	Belgium	Others	Other	FALSE	Africa	High	ok	1	1	1	1	6	W_Africa	Uncertain	low_global_K_agreement	P2_Africa	0.984124827168232	0.968249654336464	0.333333333333333	0.666666666666667	6	Mango	Built-in FAVV/FASFC origin metadata from Vanbergen et al. 2025 Table 1	Africa	C_Africa	Africa	Macroregion-level interpretation from Vanbergen et al. 2025 Table 2 / discussion	Consistent with Vanbergen et al. 2025 macroregion	Africa	0.881	0.762	Moderate	ok	supports_step4_macroregion	E_Africa	0.522	0.211	Low	ok	step4_subregion_uncertain	S_Asia	0.48	0.139	Uncertain	ok	not_interpreted_step4_not_asia	E_Africa	0.522	0.211	Low	TRUE	FALSE	FALSE	FALSE	RF supports macroregion	RF macroregion call agrees with Step 4 macroregion call (RF=Africa, Step4=Africa) with accepted RF confidence (Moderate).	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	macroregion	Africa	High	Report macroregion only: Step 4 macroregion is High/Moderate, but the subregion call is withheld because subregion assignment did not remain stable across enough usable K values (low_global_K_agreement).	GREEN	Stable Step 4 assignment with high confidence and no strong RF contradiction.	Subregion top call was W_Africa, but it is not reported because the subregion assignment did not remain stable across enough usable SNP-panel sizes/K values (low_global_K_agreement). This is a Step 4 stability-filter result and is independent of the Random Forest corroboration category.	Report macroregion as stable; do not over-interpret subregion.	FAVV_1: best-supported genetic origin = Africa (macroregion, GREEN).	Consistent at macroregion level; subregion not reported	Known commodity-origin country is Cameroon, expected macroregion is Africa, and the reported genetic origin is Africa. Subregion is not reported because Step 4 subregion confidence/stability was insufficient (low_global_K_agreement).
FAVV_11	Burkina Faso	Africa	High	ok	11086	1	1	1	1	0.5	500	6	16	6	11076	W_Africa	Uncertain	low_global_K_agreement	P2_Africa	11001	1	1	0.333333333333333	0.666666666666667	0.5	10000	6	16	6	10998	Belgium	Belgium	Others	Other	FALSE	Africa	High	ok	1	1	1	1	6	W_Africa	Uncertain	low_global_K_agreement	P2_Africa	1	1	0.333333333333333	0.666666666666667	6	Mango	Built-in FAVV/FASFC origin metadata from Vanbergen et al. 2025 Table 1	Africa	W_Africa	Africa	Macroregion-level interpretation from Vanbergen et al. 2025 Table 2 / discussion	Consistent with Vanbergen et al. 2025 macroregion	Africa	0.863	0.726	Moderate	ok	supports_step4_macroregion	E_Africa	0.485	0.168	Uncertain	ok	step4_subregion_uncertain	SE_Asia	0.423	0.066	Uncertain	ok	not_interpreted_step4_not_asia	E_Africa	0.485	0.168	Uncertain	TRUE	FALSE	FALSE	FALSE	RF supports macroregion	RF macroregion call agrees with Step 4 macroregion call (RF=Africa, Step4=Africa) with accepted RF confidence (Moderate).	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	macroregion	Africa	High	Report macroregion only: Step 4 macroregion is High/Moderate, but the subregion call is withheld because subregion assignment did not remain stable across enough usable K values (low_global_K_agreement).	GREEN	Stable Step 4 assignment with high confidence and no strong RF contradiction.	Subregion top call was W_Africa, but it is not reported because the subregion assignment did not remain stable across enough usable SNP-panel sizes/K values (low_global_K_agreement). This is a Step 4 stability-filter result and is independent of the Random Forest corroboration category.	Report macroregion as stable; do not over-interpret subregion.	FAVV_11: best-supported genetic origin = Africa (macroregion, GREEN).	Consistent at macroregion level; subregion not reported	Known commodity-origin country is Burkina Faso, expected macroregion is Africa, and the reported genetic origin is Africa. Subregion is not reported because Step 4 subregion confidence/stability was insufficient (low_global_K_agreement).
FAVV_12	Senegal	Africa	High	ok	11086	1	1	1	1	0.5	500	6	16	6	11070	W_Africa	Uncertain	low_global_K_agreement	P2_Africa	11001	1	1	0.833333333333333	1	0.5	1000	6	16	6	10982	Belgium	Belgium	Others	Other	FALSE	Africa	High	ok	1	1	1	1	6	W_Africa	Uncertain	low_global_K_agreement	P2_Africa	1	1	0.833333333333333	1	6	Mango	Built-in FAVV/FASFC origin metadata from Vanbergen et al. 2025 Table 1	Africa	W_Africa	Africa	Macroregion-level interpretation from Vanbergen et al. 2025 Table 2 / discussion	Consistent with Vanbergen et al. 2025 macroregion	Africa	0.83	0.66	Low	ok	supports_step4_macroregion	E_Africa	0.498	0.168	Uncertain	ok	step4_subregion_uncertain	SE_Asia	0.441	0.103	Uncertain	ok	not_interpreted_step4_not_asia	E_Africa	0.498	0.168	Uncertain	TRUE	FALSE	FALSE	FALSE	RF weakly supports macroregion	RF macroregion top class agrees with Step 4 macroregion call (RF=Africa, Step4=Africa), but RF confidence is Low. This is directional agreement only, not strong independent corroboration. If subregion is not reported, this is due to Step 4 subregion filtering, e.g. low_global_K_agreement, not because RF caused the subregion to be withheld.	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	macroregion	Africa	High	Report macroregion only: Step 4 macroregion is High/Moderate, but the subregion call is withheld because subregion assignment did not remain stable across enough usable K values (low_global_K_agreement).	GREEN	Stable Step 4 assignment with high confidence and no strong RF contradiction.	Subregion top call was W_Africa, but it is not reported because the subregion assignment did not remain stable across enough usable SNP-panel sizes/K values (low_global_K_agreement). This is a Step 4 stability-filter result and is independent of the Random Forest corroboration category.	Report macroregion as stable; do not over-interpret subregion.	FAVV_12: best-supported genetic origin = Africa (macroregion, GREEN).	Consistent at macroregion level; subregion not reported	Known commodity-origin country is Senegal, expected macroregion is Africa, and the reported genetic origin is Africa. Subregion is not reported because Step 4 subregion confidence/stability was insufficient (low_global_K_agreement).
FAVV_13	Senegal	Africa	High	ok	11086	1	1	1	1	0.5	500	6	16	6	11063	W_Africa	High	ok	P2_Africa	11001	1	1	1	1	0.5	500	6	16	6	10974	Belgium	Belgium	Others	Other	FALSE	Africa	High	ok	1	1	1	1	6	W_Africa	High	ok	P2_Africa	1	1	1	1	6	Mango	Built-in FAVV/FASFC origin metadata from Vanbergen et al. 2025 Table 1	Africa	W_Africa	Africa	Macroregion-level interpretation from Vanbergen et al. 2025 Table 2 / discussion	Consistent with Vanbergen et al. 2025 macroregion	Africa	0.873	0.746	Moderate	ok	supports_step4_macroregion	E_Africa	0.496	0.128	Uncertain	ok	discordant_with_step4_subregion	SE_Asia	0.403	0.036	Uncertain	ok	not_interpreted_step4_not_asia	E_Africa	0.496	0.128	Uncertain	TRUE	FALSE	FALSE	FALSE	RF supports macroregion	RF macroregion call agrees with Step 4 macroregion call (RF=Africa, Step4=Africa) with accepted RF confidence (Moderate).	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	subregion	W_Africa	High	Report subregion: Step 4 subregion call is High/Moderate.	GREEN	Stable Step 4 assignment with high confidence and no strong RF contradiction.	Not applicable: subregion is reported as W_Africa with High Step 4 confidence.	Report subregion as the best-supported origin. Retain full audit trail.	FAVV_13: best-supported genetic origin = W_Africa (subregion, GREEN).	Consistent at subregion level	Known commodity-origin country is Senegal, expected subregion is W_Africa, and the reported genetic origin is W_Africa.
FAVV_14	Bangladesh	Asia	High	ok	11086	1	1	1	1	0.5	500	6	16	6	11066	S_Asia	High	ok	P3_Asia	11086	1	1	1	1	0.5	500	6	16	6	11073	Belgium	Belgium	Others	Other	FALSE	Asia	High	ok	1	1	1	1	6	S_Asia	High	ok	P3_Asia	1	1	1	1	6	Mango	Built-in FAVV/FASFC origin metadata from Vanbergen et al. 2025 Table 1	Asia	S_Asia	Asia	Macroregion-level interpretation from Vanbergen et al. 2025 Table 2 / discussion	Consistent with Vanbergen et al. 2025 macroregion	Asia	0.942	0.884	Moderate	ok	supports_step4_macroregion	E_Africa	0.507	0.156	Uncertain	ok	not_interpreted_step4_not_africa	S_Asia	0.473	0.207	Low	ok	supports_step4_subregion	S_Asia	0.473	0.207	Low	TRUE	TRUE	FALSE	FALSE	RF supports macroregion	RF macroregion call agrees with Step 4 macroregion call (RF=Asia, Step4=Asia) with accepted RF confidence (Moderate).	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	subregion	S_Asia	High	Report subregion: Step 4 subregion call is High/Moderate.	GREEN	Stable Step 4 assignment with high confidence and no strong RF contradiction.	Not applicable: subregion is reported as S_Asia with High Step 4 confidence.	Report subregion as the best-supported origin. Retain full audit trail.	FAVV_14: best-supported genetic origin = S_Asia (subregion, GREEN).	Consistent at subregion level	Known commodity-origin country is Bangladesh, expected subregion is S_Asia, and the reported genetic origin is S_Asia.
FAVV_2	Cameroon	Africa	High	ok	11086	1	1	1	1	0.5	500	6	16	6	11069	W_Africa	Uncertain	low_global_K_agreement	P2_Africa	11001	0.999999962646162	0.999999925292324	0.5	1	0.5	5000	6	16	6	10992	Belgium	Belgium	Others	Other	FALSE	Africa	High	ok	1	1	1	1	6	W_Africa	Uncertain	low_global_K_agreement	P2_Africa	0.999999962646162	0.999999925292324	0.5	1	6	Mango	Built-in FAVV/FASFC origin metadata from Vanbergen et al. 2025 Table 1	Africa	C_Africa	Africa	Macroregion-level interpretation from Vanbergen et al. 2025 Table 2 / discussion	Consistent with Vanbergen et al. 2025 macroregion	Africa	0.894	0.788	Moderate	ok	supports_step4_macroregion	E_Africa	0.546	0.235	Low	ok	step4_subregion_uncertain	SE_Asia	0.446	0.055	Uncertain	ok	not_interpreted_step4_not_asia	E_Africa	0.546	0.235	Low	TRUE	FALSE	FALSE	FALSE	RF supports macroregion	RF macroregion call agrees with Step 4 macroregion call (RF=Africa, Step4=Africa) with accepted RF confidence (Moderate).	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	macroregion	Africa	High	Report macroregion only: Step 4 macroregion is High/Moderate, but the subregion call is withheld because subregion assignment did not remain stable across enough usable K values (low_global_K_agreement).	GREEN	Stable Step 4 assignment with high confidence and no strong RF contradiction.	Subregion top call was W_Africa, but it is not reported because the subregion assignment did not remain stable across enough usable SNP-panel sizes/K values (low_global_K_agreement). This is a Step 4 stability-filter result and is independent of the Random Forest corroboration category.	Report macroregion as stable; do not over-interpret subregion.	FAVV_2: best-supported genetic origin = Africa (macroregion, GREEN).	Consistent at macroregion level; subregion not reported	Known commodity-origin country is Cameroon, expected macroregion is Africa, and the reported genetic origin is Africa. Subregion is not reported because Step 4 subregion confidence/stability was insufficient (low_global_K_agreement).
FAVV_3	Ivory Coast	Africa	High	ok	11086	1	1	1	1	0.5	200	7	16	7	11078	W_Africa	High	ok	P2_Africa	11001	1	1	1	1	0.5	500	6	16	6	10993	Belgium	Belgium	Others	Other	FALSE	Africa	High	ok	1	1	1	1	7	W_Africa	High	ok	P2_Africa	1	1	1	1	6	Mango	Built-in FAVV/FASFC origin metadata from Vanbergen et al. 2025 Table 1	Africa	W_Africa	Africa	Macroregion-level interpretation from Vanbergen et al. 2025 Table 2 / discussion	Consistent with Vanbergen et al. 2025 macroregion	Africa	0.858	0.716	Moderate	ok	supports_step4_macroregion	E_Africa	0.484	0.135	Uncertain	ok	discordant_with_step4_subregion	SE_Asia	0.437	0.118	Uncertain	ok	not_interpreted_step4_not_asia	E_Africa	0.484	0.135	Uncertain	TRUE	FALSE	FALSE	FALSE	RF supports macroregion	RF macroregion call agrees with Step 4 macroregion call (RF=Africa, Step4=Africa) with accepted RF confidence (Moderate).	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	subregion	W_Africa	High	Report subregion: Step 4 subregion call is High/Moderate.	GREEN	Stable Step 4 assignment with high confidence and no strong RF contradiction.	Not applicable: subregion is reported as W_Africa with High Step 4 confidence.	Report subregion as the best-supported origin. Retain full audit trail.	FAVV_3: best-supported genetic origin = W_Africa (subregion, GREEN).	Consistent at subregion level	Known commodity-origin country is Ivory Coast, expected subregion is W_Africa, and the reported genetic origin is W_Africa.
FAVV_4	Ivory Coast	Africa	High	ok	11086	1	1	1	1	0.5	200	7	16	7	11070	W_Africa	High	ok	P2_Africa	11001	1	1	1	1	0.5	500	6	16	6	10991	Belgium	Belgium	Others	Other	FALSE	Africa	High	ok	1	1	1	1	7	W_Africa	High	ok	P2_Africa	1	1	1	1	6	Mango	Built-in FAVV/FASFC origin metadata from Vanbergen et al. 2025 Table 1	Africa	W_Africa	Africa	Macroregion-level interpretation from Vanbergen et al. 2025 Table 2 / discussion	Consistent with Vanbergen et al. 2025 macroregion	Africa	0.844	0.688	Low	ok	supports_step4_macroregion	E_Africa	0.443	0.082	Uncertain	ok	discordant_with_step4_subregion	S_Asia	0.4	0.005	Uncertain	ok	not_interpreted_step4_not_asia	E_Africa	0.443	0.082	Uncertain	TRUE	FALSE	FALSE	FALSE	RF weakly supports macroregion	RF macroregion top class agrees with Step 4 macroregion call (RF=Africa, Step4=Africa), but RF confidence is Low. This is directional agreement only, not strong independent corroboration. If subregion is not reported, this is due to Step 4 subregion filtering, e.g. ok, not because RF caused the subregion to be withheld.	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	subregion	W_Africa	High	Report subregion: Step 4 subregion call is High/Moderate.	GREEN	Stable Step 4 assignment with high confidence and no strong RF contradiction.	Not applicable: subregion is reported as W_Africa with High Step 4 confidence.	Report subregion as the best-supported origin. Retain full audit trail.	FAVV_4: best-supported genetic origin = W_Africa (subregion, GREEN).	Consistent at subregion level	Known commodity-origin country is Ivory Coast, expected subregion is W_Africa, and the reported genetic origin is W_Africa.
FAVV_5	Senegal	Africa	High	ok	11086	1	1	1	1	0.5	200	7	16	7	11071	E_Africa	High	ok	P2_Africa	11001	1	1	1	1	0.5	500	6	16	6	10984	Belgium	Belgium	Others	Other	FALSE	Africa	High	ok	1	1	1	1	7	E_Africa	High	ok	P2_Africa	1	1	1	1	6	Mango	Built-in FAVV/FASFC origin metadata from Vanbergen et al. 2025 Table 1	Africa	W_Africa	Africa	Macroregion-level interpretation from Vanbergen et al. 2025 Table 2 / discussion	Consistent with Vanbergen et al. 2025 macroregion	Africa	0.838	0.676	Low	ok	supports_step4_macroregion	E_Africa	0.573	0.302	Low	ok	supports_step4_subregion	SE_Asia	0.425	0.068	Uncertain	ok	not_interpreted_step4_not_asia	E_Africa	0.573	0.302	Low	TRUE	TRUE	FALSE	FALSE	RF weakly supports macroregion	RF macroregion top class agrees with Step 4 macroregion call (RF=Africa, Step4=Africa), but RF confidence is Low. This is directional agreement only, not strong independent corroboration. If subregion is not reported, this is due to Step 4 subregion filtering, e.g. ok, not because RF caused the subregion to be withheld.	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	subregion	E_Africa	High	Report subregion: Step 4 subregion call is High/Moderate.	GREEN	Stable Step 4 assignment with high confidence and no strong RF contradiction.	Not applicable: subregion is reported as E_Africa with High Step 4 confidence.	Report subregion as the best-supported origin. Retain full audit trail.	FAVV_5: best-supported genetic origin = E_Africa (subregion, GREEN).	Mismatch at subregion level	Potential subregional mismatch: sample came from Senegal (expected W_Africa), but the reported genetic origin is E_Africa. This may reflect limited subregional resolution, incomplete reference coverage, gene flow/admixture, or a true commodity/origin discrepancy.
FAVV_6	Ivory Coast	Africa	High	ok	11086	1	1	1	1	0.5	200	7	16	7	11074	W_Africa	High	ok	P2_Africa	11001	1	1	1	1	0.5	500	6	16	6	10985	Belgium	Belgium	Others	Other	FALSE	Africa	High	ok	1	1	1	1	7	W_Africa	High	ok	P2_Africa	1	1	1	1	6	Mango	Built-in FAVV/FASFC origin metadata from Vanbergen et al. 2025 Table 1	Africa	W_Africa	Africa	Macroregion-level interpretation from Vanbergen et al. 2025 Table 2 / discussion	Consistent with Vanbergen et al. 2025 macroregion	Africa	0.835	0.67	Low	ok	supports_step4_macroregion	E_Africa	0.464	0.094	Uncertain	ok	discordant_with_step4_subregion	S_Asia	0.418	0.052	Uncertain	ok	not_interpreted_step4_not_asia	E_Africa	0.464	0.094	Uncertain	TRUE	FALSE	FALSE	FALSE	RF weakly supports macroregion	RF macroregion top class agrees with Step 4 macroregion call (RF=Africa, Step4=Africa), but RF confidence is Low. This is directional agreement only, not strong independent corroboration. If subregion is not reported, this is due to Step 4 subregion filtering, e.g. ok, not because RF caused the subregion to be withheld.	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	subregion	W_Africa	High	Report subregion: Step 4 subregion call is High/Moderate.	GREEN	Stable Step 4 assignment with high confidence and no strong RF contradiction.	Not applicable: subregion is reported as W_Africa with High Step 4 confidence.	Report subregion as the best-supported origin. Retain full audit trail.	FAVV_6: best-supported genetic origin = W_Africa (subregion, GREEN).	Consistent at subregion level	Known commodity-origin country is Ivory Coast, expected subregion is W_Africa, and the reported genetic origin is W_Africa.
FAVV_7	Senegal	Africa	High	ok	11086	1	1	1	1	0.5	200	7	16	7	11075	E_Africa	High	ok	P2_Africa	11001	1	1	1	1	0.5	500	6	16	6	10993	Belgium	Belgium	Others	Other	FALSE	Africa	High	ok	1	1	1	1	7	E_Africa	High	ok	P2_Africa	1	1	1	1	6	Mango	Built-in FAVV/FASFC origin metadata from Vanbergen et al. 2025 Table 1	Africa	W_Africa	Africa	Macroregion-level interpretation from Vanbergen et al. 2025 Table 2 / discussion	Consistent with Vanbergen et al. 2025 macroregion	Africa	0.874	0.748	Moderate	ok	supports_step4_macroregion	E_Africa	0.571	0.332	Low	ok	supports_step4_subregion	SE_Asia	0.428	0.084	Uncertain	ok	not_interpreted_step4_not_asia	E_Africa	0.571	0.332	Low	TRUE	TRUE	FALSE	FALSE	RF supports macroregion	RF macroregion call agrees with Step 4 macroregion call (RF=Africa, Step4=Africa) with accepted RF confidence (Moderate).	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	subregion	E_Africa	High	Report subregion: Step 4 subregion call is High/Moderate.	GREEN	Stable Step 4 assignment with high confidence and no strong RF contradiction.	Not applicable: subregion is reported as E_Africa with High Step 4 confidence.	Report subregion as the best-supported origin. Retain full audit trail.	FAVV_7: best-supported genetic origin = E_Africa (subregion, GREEN).	Mismatch at subregion level	Potential subregional mismatch: sample came from Senegal (expected W_Africa), but the reported genetic origin is E_Africa. This may reflect limited subregional resolution, incomplete reference coverage, gene flow/admixture, or a true commodity/origin discrepancy.
