og	label	allowed_extra
OG1582	Bdors	TRUE
OG1582	Blati	TRUE
OG1583	Bdors	TRUE
OG1583	Blati	TRUE
OG1584	Bdors	TRUE
OG1584	Blati	TRUE
OG1585	Bdors	TRUE
OG1585	Blati	TRUE
OG1586	Bdors	TRUE
OG1586	Blati	TRUE
OG1587	Bdors	TRUE
OG1587	Blati	TRUE
OG1588	Bdors	TRUE
OG1588	Blati	TRUE
OG1589	Bdors	TRUE
OG1589	Blati	TRUE
OG159	Bdors	TRUE
OG159	Blati	TRUE
OG1590	Bdors	TRUE
OG1590	Blati	TRUE
OG1591	Bdors	TRUE
OG1591	Blati	TRUE
OG1592	Bdors	TRUE
OG1592	Blati	TRUE
OG1593	Bdors	TRUE
OG1593	Blati	TRUE
OG1594	Bdors	TRUE
OG1594	Blati	TRUE
OG1595	Bdors	TRUE
OG1595	Blati	TRUE
OG1596	Bdors	TRUE
OG1596	Blati	TRUE
OG1597	Bdors	TRUE
OG1597	Blati	TRUE
OG1598	Bdors	TRUE
OG1598	Blati	TRUE
OG1599	Bdors	TRUE
OG1599	Blati	TRUE
OG16	Bdors	TRUE
OG16	Blati	TRUE
OG160	Bdors	TRUE
OG160	Blati	TRUE
OG1600	Bdors	TRUE
OG1600	Blati	TRUE
OG1601	Bdors	TRUE
OG1601	Blati	TRUE
OG1602	Bdors	TRUE
OG1602	Blati	TRUE
OG1603	Bdors	TRUE
OG1603	Blati	TRUE
OG1604	Bdors	TRUE
OG1604	Blati	TRUE
OG1605	Bdors	TRUE
OG1605	Blati	TRUE
OG1606	Bdors	TRUE
OG1606	Blati	TRUE
OG1607	Bdors	TRUE
OG1607	Blati	TRUE
OG1608	Bdors	TRUE
OG1608	Blati	TRUE
OG1609	Bdors	TRUE
OG1609	Blati	TRUE
OG161	Bdors	TRUE
OG161	Blati	TRUE
OG1610	Bdors	TRUE
OG1610	Blati	TRUE
OG1611	Bdors	TRUE
OG1611	Blati	TRUE
OG1612	Bdors	TRUE
OG1612	Blati	TRUE
OG1613	Bdors	TRUE
OG1613	Blati	TRUE
OG1614	Bdors	TRUE
OG1614	Blati	TRUE
OG1615	Bdors	TRUE
OG1615	Blati	TRUE
OG1616	Bdors	TRUE
OG1616	Blati	TRUE
OG1617	Bdors	TRUE
OG1617	Blati	TRUE
OG1618	Bdors	TRUE
OG1618	Blati	TRUE
OG1619	Bdors	TRUE
OG1619	Blati	TRUE
OG162	Bdors	TRUE
OG162	Blati	TRUE
OG1620	Bdors	TRUE
OG1620	Blati	TRUE
OG1621	Bdors	TRUE
OG1621	Blati	TRUE
OG1622	Bdors	TRUE
OG1622	Blati	TRUE
OG1623	Bdors	TRUE
OG1623	Blati	TRUE
OG1624	Bdors	TRUE
OG1624	Blati	TRUE
OG1625	Bdors	TRUE
OG1625	Blati	TRUE
OG1626	Bdors	TRUE
OG1626	Blati	TRUE
OG1627	Bdors	TRUE
OG1627	Blati	TRUE
OG1628	Bdors	TRUE
OG1628	Blati	TRUE
OG1629	Bdors	TRUE
OG1629	Blati	TRUE
OG163	Bdors	TRUE
OG163	Blati	TRUE
OG1630	Bdors	TRUE
OG1630	Blati	TRUE
OG1631	Bdors	TRUE
OG1631	Blati	TRUE
OG1632	Bdors	TRUE
OG1632	Blati	TRUE
OG1633	Bdors	TRUE
OG1633	Blati	TRUE
OG1634	Bdors	TRUE
OG1634	Blati	TRUE
OG1635	Bdors	TRUE
OG1635	Blati	TRUE
OG1636	Bdors	TRUE
OG1636	Blati	TRUE
OG1637	Bdors	TRUE
OG1637	Blati	TRUE
OG1638	Bdors	TRUE
OG1638	Blati	TRUE
OG1639	Bdors	TRUE
OG1639	Blati	TRUE
OG164	Bdors	TRUE
OG164	Blati	TRUE
OG1640	Bdors	TRUE
OG1640	Blati	TRUE
OG1641	Bdors	TRUE
OG1641	Blati	TRUE
OG1642	Bdors	TRUE
OG1642	Blati	TRUE
OG1643	Bdors	TRUE
OG1643	Blati	TRUE
OG1644	Bdors	TRUE
OG1644	Blati	TRUE
OG1645	Bdors	TRUE
OG1645	Blati	TRUE
OG1646	Bdors	TRUE
OG1646	Blati	TRUE
OG1647	Bdors	TRUE
OG1647	Blati	TRUE
OG1648	Bdors	TRUE
OG1648	Blati	TRUE
OG1649	Bdors	TRUE
OG1649	Blati	TRUE
OG165	Bdors	TRUE
OG165	Blati	TRUE
OG1650	Bdors	TRUE
OG1650	Blati	TRUE
OG1651	Bdors	TRUE
OG1651	Blati	TRUE
OG1652	Bdors	TRUE
OG1652	Blati	TRUE
OG1653	Bdors	TRUE
OG1653	Blati	TRUE
OG1654	Bdors	TRUE
OG1654	Blati	TRUE
OG1655	Bdors	TRUE
OG1655	Blati	TRUE
OG1656	Bdors	TRUE
OG1656	Blati	TRUE
OG1657	Bdors	TRUE
OG1657	Blati	TRUE
OG1658	Bdors	TRUE
OG1658	Blati	TRUE
OG1659	Bdors	TRUE
OG1659	Blati	TRUE
OG166	Bdors	TRUE
OG166	Blati	TRUE
OG1660	Bdors	TRUE
OG1660	Blati	TRUE
OG1661	Bdors	TRUE
OG1661	Blati	TRUE
OG1662	Bdors	TRUE
OG1662	Blati	TRUE
OG1663	Bdors	TRUE
OG1663	Blati	TRUE
OG1664	Bdors	TRUE
OG1664	Blati	TRUE
OG1665	Bdors	TRUE
OG1665	Blati	TRUE
OG1666	Bdors	TRUE
OG1666	Blati	TRUE
OG1667	Bdors	TRUE
OG1667	Blati	TRUE
OG1668	Bdors	TRUE
OG1668	Blati	TRUE
OG1669	Bdors	TRUE
OG1669	Blati	TRUE
OG167	Bdors	TRUE
OG167	Blati	TRUE
OG1670	Bdors	TRUE
OG1670	Blati	TRUE
OG1671	Bdors	TRUE
OG1671	Blati	TRUE
OG1672	Bdors	TRUE
OG1672	Blati	TRUE
OG1673	Bdors	TRUE
OG1673	Blati	TRUE
OG1674	Bdors	TRUE
OG1674	Blati	TRUE
OG1675	Bdors	TRUE
OG1675	Blati	TRUE
OG1676	Bdors	TRUE
OG1676	Blati	TRUE
OG1677	Bdors	TRUE
OG1677	Blati	TRUE
OG1678	Bdors	TRUE
OG1678	Blati	TRUE
OG1679	Bdors	TRUE
OG1679	Blati	TRUE
OG168	Bdors	TRUE
OG168	Blati	TRUE
OG1680	Bdors	TRUE
OG1680	Blati	TRUE
OG1681	Bdors	TRUE
OG1681	Blati	TRUE
OG1682	Bdors	TRUE
OG1682	Blati	TRUE
OG1683	Bdors	TRUE
OG1683	Blati	TRUE
OG1684	Bdors	TRUE
OG1684	Blati	TRUE
OG1685	Bdors	TRUE
OG1685	Blati	TRUE
OG1686	Bdors	TRUE
OG1686	Blati	TRUE
OG1687	Bdors	TRUE
OG1687	Blati	TRUE
OG1688	Bdors	TRUE
OG1688	Blati	TRUE
OG1689	Bdors	TRUE
OG1689	Blati	TRUE
OG169	Bdors	TRUE
OG169	Blati	TRUE
OG1690	Bdors	TRUE
OG1690	Blati	TRUE
OG1691	Bdors	TRUE
OG1691	Blati	TRUE
OG1692	Bdors	TRUE
OG1692	Blati	TRUE
OG1693	Bdors	TRUE
OG1693	Blati	TRUE
OG1694	Bdors	TRUE
OG1694	Blati	TRUE
OG1695	Bdors	TRUE
OG1695	Blati	TRUE
OG1696	Bdors	TRUE
OG1696	Blati	TRUE
OG1697	Bdors	TRUE
OG1697	Blati	TRUE
OG1698	Bdors	TRUE
OG1698	Blati	TRUE
OG1699	Bdors	TRUE
OG1699	Blati	TRUE
OG17	Bdors	TRUE
OG17	Blati	TRUE
OG170	Bdors	TRUE
OG170	Blati	TRUE
OG1700	Bdors	TRUE
OG1700	Blati	TRUE
OG1701	Bdors	TRUE
OG1701	Blati	TRUE
OG1702	Bdors	TRUE
OG1702	Blati	TRUE
OG1703	Bdors	TRUE
OG1703	Blati	TRUE
OG1704	Bdors	TRUE
OG1704	Blati	TRUE
OG1705	Bdors	TRUE
OG1705	Blati	TRUE
OG1706	Bdors	TRUE
OG1706	Blati	TRUE
OG1707	Bdors	TRUE
OG1707	Blati	TRUE
OG1708	Bdors	TRUE
OG1708	Blati	TRUE
OG1709	Bdors	TRUE
OG1709	Blati	TRUE
OG171	Bdors	TRUE
OG171	Blati	TRUE
OG1710	Bdors	TRUE
OG1710	Blati	TRUE
OG1711	Bdors	TRUE
OG1711	Blati	TRUE
OG1712	Bdors	TRUE
OG1712	Blati	TRUE
OG1713	Bdors	TRUE
OG1713	Blati	TRUE
OG1714	Bdors	TRUE
OG1714	Blati	TRUE
OG1715	Bdors	TRUE
OG1715	Blati	TRUE
OG1716	Bdors	TRUE
OG1716	Blati	TRUE
OG1717	Bdors	TRUE
OG1717	Blati	TRUE
OG1718	Bdors	TRUE
OG1718	Blati	TRUE
OG1719	Bdors	TRUE
OG1719	Blati	TRUE
OG172	Bdors	TRUE
OG172	Blati	TRUE
OG1720	Bdors	TRUE
OG1720	Blati	TRUE
OG1721	Bdors	TRUE
OG1721	Blati	TRUE
OG1722	Bdors	TRUE
OG1722	Blati	TRUE
OG1723	Bdors	TRUE
OG1723	Blati	TRUE
OG1724	Bdors	TRUE
OG1724	Blati	TRUE
OG1725	Bdors	TRUE
OG1725	Blati	TRUE
OG1726	Bdors	TRUE
OG1726	Blati	TRUE
OG1727	Bdors	TRUE
OG1727	Blati	TRUE
OG1728	Bdors	TRUE
OG1728	Blati	TRUE
OG1729	Bdors	TRUE
OG1729	Blati	TRUE
OG173	Bdors	TRUE
OG173	Blati	TRUE
OG1730	Bdors	TRUE
OG1730	Blati	TRUE
OG1731	Bdors	TRUE
OG1731	Blati	TRUE
OG1732	Bdors	TRUE
OG1732	Blati	TRUE
OG1733	Bdors	TRUE
OG1733	Blati	TRUE
OG1734	Bdors	TRUE
OG1734	Blati	TRUE
OG1735	Bdors	TRUE
OG1735	Blati	TRUE
OG1736	Bdors	TRUE
OG1736	Blati	TRUE
OG1737	Bdors	TRUE
OG1737	Blati	TRUE
OG1738	Bdors	TRUE
OG1738	Blati	TRUE
OG1739	Bdors	TRUE
OG1739	Blati	TRUE
OG174	Bdors	TRUE
OG174	Blati	TRUE
OG1740	Bdors	TRUE
OG1740	Blati	TRUE
OG1741	Bdors	TRUE
OG1741	Blati	TRUE
OG1742	Bdors	TRUE
OG1742	Blati	TRUE
OG1743	Bdors	TRUE
OG1743	Blati	TRUE
OG1744	Bdors	TRUE
OG1744	Blati	TRUE
OG1745	Bdors	TRUE
OG1745	Blati	TRUE
OG1746	Bdors	TRUE
OG1746	Blati	TRUE
OG1747	Bdors	TRUE
OG1747	Blati	TRUE
OG1748	Bdors	TRUE
OG1748	Blati	TRUE
OG1749	Bdors	TRUE
OG1749	Blati	TRUE
OG175	Bdors	TRUE
OG175	Blati	TRUE
OG1750	Bdors	TRUE
OG1750	Blati	TRUE
OG1751	Bdors	TRUE
OG1751	Blati	TRUE
OG1752	Bdors	TRUE
OG1752	Blati	TRUE
OG1753	Bdors	TRUE
OG1753	Blati	TRUE
OG1754	Bdors	TRUE
OG1754	Blati	TRUE
OG1755	Bdors	TRUE
OG1755	Blati	TRUE
OG1756	Bdors	TRUE
OG1756	Blati	TRUE
OG1757	Bdors	TRUE
OG1757	Blati	TRUE
OG1758	Bdors	TRUE
OG1758	Blati	TRUE
OG1759	Bdors	TRUE
OG1759	Blati	TRUE
OG176	Bdors	TRUE
OG176	Blati	TRUE
OG1760	Bdors	TRUE
OG1760	Blati	TRUE
OG1761	Bdors	TRUE
OG1761	Blati	TRUE
OG1762	Bdors	TRUE
OG1762	Blati	TRUE
OG1763	Bdors	TRUE
OG1763	Blati	TRUE
OG1764	Bdors	TRUE
OG1764	Blati	TRUE
OG1765	Bdors	TRUE
OG1765	Blati	TRUE
OG1766	Bdors	TRUE
OG1766	Blati	TRUE
OG1767	Bdors	TRUE
OG1767	Blati	TRUE
OG1768	Bdors	TRUE
OG1768	Blati	TRUE
OG1769	Bdors	TRUE
OG1769	Blati	TRUE
OG177	Bdors	TRUE
OG177	Blati	TRUE
OG1770	Bdors	TRUE
OG1770	Blati	TRUE
OG1771	Bdors	TRUE
OG1771	Blati	TRUE
OG1772	Bdors	TRUE
OG1772	Blati	TRUE
OG1773	Bdors	TRUE
OG1773	Blati	TRUE
OG1774	Bdors	TRUE
OG1774	Blati	TRUE
OG1775	Bdors	TRUE
OG1775	Blati	TRUE
OG1776	Bdors	TRUE
OG1776	Blati	TRUE
OG1777	Bdors	TRUE
OG1777	Blati	TRUE
OG1778	Bdors	TRUE
OG1778	Blati	TRUE
OG1779	Bdors	TRUE
OG1779	Blati	TRUE
OG178	Bdors	TRUE
OG178	Blati	TRUE
OG1780	Bdors	TRUE
OG1780	Blati	TRUE
OG1781	Bdors	TRUE
OG1781	Blati	TRUE
OG1782	Bdors	TRUE
OG1782	Blati	TRUE
OG1783	Bdors	TRUE
OG1783	Blati	TRUE
OG1784	Bdors	TRUE
OG1784	Blati	TRUE
OG1785	Bdors	TRUE
OG1785	Blati	TRUE
OG1786	Bdors	TRUE
OG1786	Blati	TRUE
OG1787	Bdors	TRUE
OG1787	Blati	TRUE
OG1788	Bdors	TRUE
OG1788	Blati	TRUE
OG1789	Bdors	TRUE
OG1789	Blati	TRUE
OG179	Bdors	TRUE
OG179	Blati	TRUE
OG1790	Bdors	TRUE
OG1790	Blati	TRUE
OG1791	Bdors	TRUE
OG1791	Blati	TRUE
OG1792	Bdors	TRUE
OG1792	Blati	TRUE
OG1793	Bdors	TRUE
OG1793	Blati	TRUE
OG1794	Bdors	TRUE
OG1794	Blati	TRUE
OG1795	Bdors	TRUE
OG1795	Blati	TRUE
OG1796	Bdors	TRUE
OG1796	Blati	TRUE
OG1797	Bdors	TRUE
OG1797	Blati	TRUE
OG1798	Bdors	TRUE
OG1798	Blati	TRUE
OG1799	Bdors	TRUE
OG1799	Blati	TRUE
OG18	Bdors	TRUE
OG18	Blati	TRUE
OG180	Bdors	TRUE
OG180	Blati	TRUE
OG1800	Bdors	TRUE
OG1800	Blati	TRUE
OG1801	Bdors	TRUE
OG1801	Blati	TRUE
OG1802	Bdors	TRUE
OG1802	Blati	TRUE
OG1803	Bdors	TRUE
OG1803	Blati	TRUE
OG1804	Bdors	TRUE
OG1804	Blati	TRUE
OG1805	Bdors	TRUE
OG1805	Blati	TRUE
OG1806	Bdors	TRUE
OG1806	Blati	TRUE
OG1807	Bdors	TRUE
OG1807	Blati	TRUE
OG1808	Bdors	TRUE
OG1808	Blati	TRUE
OG1809	Bdors	TRUE
OG1809	Blati	TRUE
OG181	Bdors	TRUE
OG181	Blati	TRUE
OG1810	Bdors	TRUE
OG1810	Blati	TRUE
OG1811	Bdors	TRUE
OG1811	Blati	TRUE
OG1812	Bdors	TRUE
OG1812	Blati	TRUE
OG1813	Bdors	TRUE
OG1813	Blati	TRUE
OG1814	Bdors	TRUE
OG1814	Blati	TRUE
OG1815	Bdors	TRUE
OG1815	Blati	TRUE
OG1816	Bdors	TRUE
OG1816	Blati	TRUE
OG1817	Bdors	TRUE
OG1817	Blati	TRUE
OG1818	Bdors	TRUE
OG1818	Blati	TRUE
OG1819	Bdors	TRUE
OG1819	Blati	TRUE
OG182	Bdors	TRUE
OG182	Blati	TRUE
OG1820	Bdors	TRUE
OG1820	Blati	TRUE
OG1821	Bdors	TRUE
OG1821	Blati	TRUE
OG1822	Bdors	TRUE
OG1822	Blati	TRUE
OG1823	Bdors	TRUE
OG1823	Blati	TRUE
OG1824	Bdors	TRUE
OG1824	Blati	TRUE
OG1825	Bdors	TRUE
OG1825	Blati	TRUE
OG1826	Bdors	TRUE
OG1826	Blati	TRUE
OG1827	Bdors	TRUE
OG1827	Blati	TRUE
OG1828	Bdors	TRUE
OG1828	Blati	TRUE
OG1829	Bdors	TRUE
OG1829	Blati	TRUE
OG183	Bdors	TRUE
OG183	Blati	TRUE
OG1830	Bdors	TRUE
OG1830	Blati	TRUE
OG1831	Bdors	TRUE
OG1831	Blati	TRUE
OG1832	Bdors	TRUE
OG1832	Blati	TRUE
OG1833	Bdors	TRUE
OG1833	Blati	TRUE
OG1834	Bdors	TRUE
OG1834	Blati	TRUE
OG1835	Bdors	TRUE
OG1835	Blati	TRUE
OG1836	Bdors	TRUE
OG1836	Blati	TRUE
OG1837	Bdors	TRUE
OG1837	Blati	TRUE
OG1838	Bdors	TRUE
OG1838	Blati	TRUE
OG1839	Bdors	TRUE
OG1839	Blati	TRUE
OG184	Bdors	TRUE
OG184	Blati	TRUE
OG1840	Bdors	TRUE
OG1840	Blati	TRUE
OG1841	Bdors	TRUE
OG1841	Blati	TRUE
OG1842	Bdors	TRUE
OG1842	Blati	TRUE
OG1843	Bdors	TRUE
OG1843	Blati	TRUE
OG1844	Bdors	TRUE
OG1844	Blati	TRUE
OG1845	Bdors	TRUE
OG1845	Blati	TRUE
OG1846	Bdors	TRUE
OG1846	Blati	TRUE
OG1847	Bdors	TRUE
OG1847	Blati	TRUE
OG1848	Bdors	TRUE
OG1848	Blati	TRUE
OG1849	Bdors	TRUE
OG1849	Blati	TRUE
OG185	Bdors	TRUE
OG185	Blati	TRUE
OG1850	Bdors	TRUE
OG1850	Blati	TRUE
OG1851	Bdors	TRUE
OG1851	Blati	TRUE
OG1852	Bdors	TRUE
OG1852	Blati	TRUE
OG1853	Bdors	TRUE
OG1853	Blati	TRUE
OG1854	Bdors	TRUE
OG1854	Blati	TRUE
OG1855	Bdors	TRUE
OG1855	Blati	TRUE
OG1856	Bdors	TRUE
OG1856	Blati	TRUE
OG1857	Bdors	TRUE
OG1857	Blati	TRUE
OG1858	Bdors	TRUE
OG1858	Blati	TRUE
OG1859	Bdors	TRUE
OG1859	Blati	TRUE
OG186	Bdors	TRUE
OG186	Blati	TRUE
OG1860	Bdors	TRUE
OG1860	Blati	TRUE
OG1861	Bdors	TRUE
OG1861	Blati	TRUE
OG1862	Bdors	TRUE
OG1862	Blati	TRUE
OG1863	Bdors	TRUE
OG1863	Blati	TRUE
OG1864	Bdors	TRUE
OG1864	Blati	TRUE
OG1865	Bdors	TRUE
OG1865	Blati	TRUE
OG1866	Bdors	TRUE
OG1866	Blati	TRUE
OG1867	Bdors	TRUE
OG1867	Blati	TRUE
OG1868	Bdors	TRUE
OG1868	Blati	TRUE
OG1869	Bdors	TRUE
OG1869	Blati	TRUE
OG187	Bdors	TRUE
OG187	Blati	TRUE
OG1870	Bdors	TRUE
OG1870	Blati	TRUE
OG1871	Bdors	TRUE
OG1871	Blati	TRUE
OG1872	Bdors	TRUE
OG1872	Blati	TRUE
OG1873	Bdors	TRUE
OG1873	Blati	TRUE
OG1874	Bdors	TRUE
OG1874	Blati	TRUE
OG1875	Bdors	TRUE
OG1875	Blati	TRUE
OG1876	Bdors	TRUE
OG1876	Blati	TRUE
OG1877	Bdors	TRUE
OG1877	Blati	TRUE
OG1878	Bdors	TRUE
OG1878	Blati	TRUE
OG1879	Bdors	TRUE
OG1879	Blati	TRUE
OG188	Bdors	TRUE
OG188	Blati	TRUE
OG1880	Bdors	TRUE
OG1880	Blati	TRUE
OG1881	Bdors	TRUE
OG1881	Blati	TRUE
OG1882	Bdors	TRUE
OG1882	Blati	TRUE
OG1883	Bdors	TRUE
OG1883	Blati	TRUE
OG1884	Bdors	TRUE
OG1884	Blati	TRUE
OG1885	Bdors	TRUE
OG1885	Blati	TRUE
OG1886	Bdors	TRUE
OG1886	Blati	TRUE
OG1887	Bdors	TRUE
OG1887	Blati	TRUE
OG1888	Bdors	TRUE
OG1888	Blati	TRUE
OG1889	Bdors	TRUE
OG1889	Blati	TRUE
OG189	Bdors	TRUE
OG189	Blati	TRUE
OG1890	Bdors	TRUE
OG1890	Blati	TRUE
OG1891	Bdors	TRUE
OG1891	Blati	TRUE
OG1892	Bdors	TRUE
OG1892	Blati	TRUE
OG1893	Bdors	TRUE
OG1893	Blati	TRUE
OG1894	Bdors	TRUE
OG1894	Blati	TRUE
OG1895	Bdors	TRUE
OG1895	Blati	TRUE
OG1896	Bdors	TRUE
OG1896	Blati	TRUE
OG1897	Bdors	TRUE
OG1897	Blati	TRUE
OG1898	Bdors	TRUE
OG1898	Blati	TRUE
OG1899	Bdors	TRUE
OG1899	Blati	TRUE
OG19	Bdors	TRUE
OG19	Blati	TRUE
OG190	Bdors	TRUE
OG190	Blati	TRUE
OG1900	Bdors	TRUE
OG1900	Blati	TRUE
OG1901	Bdors	TRUE
OG1901	Blati	TRUE
OG1902	Bdors	TRUE
OG1902	Blati	TRUE
OG1903	Bdors	TRUE
OG1903	Blati	TRUE
OG1904	Bdors	TRUE
OG1904	Blati	TRUE
OG1905	Bdors	TRUE
OG1905	Blati	TRUE
OG1906	Bdors	TRUE
OG1906	Blati	TRUE
OG1907	Bdors	TRUE
OG1907	Blati	TRUE
OG1908	Bdors	TRUE
OG1908	Blati	TRUE
OG1909	Bdors	TRUE
OG1909	Blati	TRUE
OG191	Bdors	TRUE
OG191	Blati	TRUE
OG1910	Bdors	TRUE
OG1910	Blati	TRUE
OG1911	Bdors	TRUE
OG1911	Blati	TRUE
OG1912	Bdors	TRUE
OG1912	Blati	TRUE
OG1913	Bdors	TRUE
OG1913	Blati	TRUE
OG1914	Bdors	TRUE
OG1914	Blati	TRUE
OG1915	Bdors	TRUE
OG1915	Blati	TRUE
OG1916	Bdors	TRUE
OG1916	Blati	TRUE
OG1917	Bdors	TRUE
OG1917	Blati	TRUE
OG1918	Bdors	TRUE
OG1918	Blati	TRUE
OG1919	Bdors	TRUE
OG1919	Blati	TRUE
OG192	Bdors	TRUE
OG192	Blati	TRUE
OG1920	Bdors	TRUE
OG1920	Blati	TRUE
OG1921	Bdors	TRUE
OG1921	Blati	TRUE
OG1922	Bdors	TRUE
OG1922	Blati	TRUE
OG1923	Bdors	TRUE
OG1923	Blati	TRUE
OG1924	Bdors	TRUE
OG1924	Blati	TRUE
OG1925	Bdors	TRUE
OG1925	Blati	TRUE
OG1926	Bdors	TRUE
OG1926	Blati	TRUE
OG1927	Bdors	TRUE
OG1927	Blati	TRUE
OG1928	Bdors	TRUE
OG1928	Blati	TRUE
OG1929	Bdors	TRUE
OG1929	Blati	TRUE
OG193	Bdors	TRUE
OG193	Blati	TRUE
OG1930	Bdors	TRUE
OG1930	Blati	TRUE
OG1931	Bdors	TRUE
OG1931	Blati	TRUE
OG1932	Bdors	TRUE
OG1932	Blati	TRUE
OG1933	Bdors	TRUE
OG1933	Blati	TRUE
OG1934	Bdors	TRUE
OG1934	Blati	TRUE
OG1935	Bdors	TRUE
OG1935	Blati	TRUE
OG1936	Bdors	TRUE
OG1936	Blati	TRUE
OG1937	Bdors	TRUE
OG1937	Blati	TRUE
OG1938	Bdors	TRUE
OG1938	Blati	TRUE
OG1939	Bdors	TRUE
OG1939	Blati	TRUE
OG194	Bdors	TRUE
OG194	Blati	TRUE
OG1940	Bdors	TRUE
OG1940	Blati	TRUE
OG1941	Bdors	TRUE
OG1941	Blati	TRUE
OG1942	Bdors	TRUE
OG1942	Blati	TRUE
OG1943	Bdors	TRUE
OG1943	Blati	TRUE
OG1944	Bdors	TRUE
OG1944	Blati	TRUE
OG1945	Bdors	TRUE
OG1945	Blati	TRUE
OG1946	Bdors	TRUE
OG1946	Blati	TRUE
OG1947	Bdors	TRUE
OG1947	Blati	TRUE
OG1948	Bdors	TRUE
OG1948	Blati	TRUE
OG1949	Bdors	TRUE
OG1949	Blati	TRUE
OG195	Bdors	TRUE
OG195	Blati	TRUE
OG1950	Bdors	TRUE
OG1950	Blati	TRUE
OG1951	Bdors	TRUE
OG1951	Blati	TRUE
OG1952	Bdors	TRUE
OG1952	Blati	TRUE
OG1953	Bdors	TRUE
OG1953	Blati	TRUE
OG1954	Bdors	TRUE
OG1954	Blati	TRUE
OG1955	Bdors	TRUE
OG1955	Blati	TRUE
OG1956	Bdors	TRUE
OG1956	Blati	TRUE
OG1957	Bdors	TRUE
OG1957	Blati	TRUE
OG1958	Bdors	TRUE
OG1958	Blati	TRUE
OG1959	Bdors	TRUE
OG1959	Blati	TRUE
OG196	Bdors	TRUE
OG196	Blati	TRUE
OG1960	Bdors	TRUE
OG1960	Blati	TRUE
OG1961	Bdors	TRUE
OG1961	Blati	TRUE
OG1962	Bdors	TRUE
OG1962	Blati	TRUE
OG1963	Bdors	TRUE
OG1963	Blati	TRUE
OG1964	Bdors	TRUE
OG1964	Blati	TRUE
OG1965	Bdors	TRUE
OG1965	Blati	TRUE
OG1966	Bdors	TRUE
OG1966	Blati	TRUE
OG1967	Bdors	TRUE
OG1967	Blati	TRUE
OG1968	Bdors	TRUE
OG1968	Blati	TRUE
OG1969	Bdors	TRUE
OG1969	Blati	TRUE
OG197	Bdors	TRUE
OG197	Blati	TRUE
OG1970	Bdors	TRUE
OG1970	Blati	TRUE
OG1971	Bdors	TRUE
OG1971	Blati	TRUE
OG1972	Bdors	TRUE
OG1972	Blati	TRUE
OG1973	Bdors	TRUE
OG1973	Blati	TRUE
OG1974	Bdors	TRUE
OG1974	Blati	TRUE
OG1975	Bdors	TRUE
OG1975	Blati	TRUE
OG1976	Bdors	TRUE
OG1976	Blati	TRUE
OG1977	Bdors	TRUE
OG1977	Blati	TRUE
OG1978	Bdors	TRUE
OG1978	Blati	TRUE
OG1979	Bdors	TRUE
OG1979	Blati	TRUE
OG198	Bdors	TRUE
OG198	Blati	TRUE
OG1980	Bdors	TRUE
OG1980	Blati	TRUE
OG1981	Bdors	TRUE
OG1981	Blati	TRUE
OG1982	Bdors	TRUE
OG1982	Blati	TRUE
OG1983	Bdors	TRUE
OG1983	Blati	TRUE
OG1984	Bdors	TRUE
OG1984	Blati	TRUE
OG1985	Bdors	TRUE
OG1985	Blati	TRUE
OG1986	Bdors	TRUE
OG1986	Blati	TRUE
OG1987	Bdors	TRUE
OG1987	Blati	TRUE
OG1988	Bdors	TRUE
OG1988	Blati	TRUE
OG1989	Bdors	TRUE
OG1989	Blati	TRUE
OG199	Bdors	TRUE
OG199	Blati	TRUE
OG1990	Bdors	TRUE
OG1990	Blati	TRUE
OG1991	Bdors	TRUE
OG1991	Blati	TRUE
OG1992	Bdors	TRUE
OG1992	Blati	TRUE
OG1993	Bdors	TRUE
OG1993	Blati	TRUE
OG1994	Bdors	TRUE
OG1994	Blati	TRUE
OG1995	Bdors	TRUE
OG1995	Blati	TRUE
OG1996	Bdors	TRUE
OG1996	Blati	TRUE
OG1997	Bdors	TRUE
OG1997	Blati	TRUE
OG1998	Bdors	TRUE
OG1998	Blati	TRUE
OG1999	Bdors	TRUE
OG1999	Blati	TRUE
OG2	Bdors	TRUE
OG2	Blati	TRUE
OG20	Bdors	TRUE
OG20	Blati	TRUE
OG200	Bdors	TRUE
OG200	Blati	TRUE
OG2000	Bdors	TRUE
OG2000	Blati	TRUE
OG2001	Bdors	TRUE
OG2001	Blati	TRUE
OG2002	Bdors	TRUE
OG2002	Blati	TRUE
OG2003	Bdors	TRUE
OG2003	Blati	TRUE
OG2004	Bdors	TRUE
OG2004	Blati	TRUE
OG2005	Bdors	TRUE
OG2005	Blati	TRUE
OG2006	Bdors	TRUE
OG2006	Blati	TRUE
OG2007	Bdors	TRUE
OG2007	Blati	TRUE
OG2008	Bdors	TRUE
OG2008	Blati	TRUE
OG2009	Bdors	TRUE
OG2009	Blati	TRUE
OG201	Bdors	TRUE
OG201	Blati	TRUE
OG2010	Bdors	TRUE
OG2010	Blati	TRUE
OG2011	Bdors	TRUE
OG2011	Blati	TRUE
OG2012	Bdors	TRUE
OG2012	Blati	TRUE
OG2013	Bdors	TRUE
OG2013	Blati	TRUE
OG2014	Bdors	TRUE
OG2014	Blati	TRUE
OG2015	Bdors	TRUE
OG2015	Blati	TRUE
OG2016	Bdors	TRUE
OG2016	Blati	TRUE
OG2017	Bdors	TRUE
OG2017	Blati	TRUE
OG2018	Bdors	TRUE
